date,test,result,units
2017-06-21,Neutrophils (Absolute),0.0021290000000000002,10^3/uL
2017-06-21,Phosphorus,4.2,mg/dL
2017-06-21,Platelets,0.281,10^3/uL
2017-06-21,Potassium,3.7,mmol/L
2017-06-21,RBC,5.35,10^6/uL
2017-06-21,SDMA,0.007,mg/dL
2017-06-21,Sodium,147.0,mmol/L
2017-06-21,TCO2,10.0,mmol/L
2017-06-21,Total Protein,7.5,g/dL
2017-06-21,WBC,0.0055,10^3/uL
2018-11-07,% Basophils,1.0,%
2018-11-07,% Eosinophils,0.1,%
2018-11-07,% Lymphocytes,61.1,%
2018-11-07,% Monocytes,4.9,%
2018-11-07,% Neutrophils,32.9,%
2018-11-07,A:G Ratio,1.4,nan
2018-11-07,ALP,154.0,U/L
2018-11-07,ALT,76.0,U/L
2018-11-07,AST,49.0,U/L
2018-11-07,Albumin,4.5,g/dL
2018-11-07,Amylase,265.0,U/L
2018-11-07,Anion Gap,26.0,mmol/L
2018-11-07,BUN,11.0,mg/dL
2018-11-07,BUN:Creatinine Ratio,22.0,nan
2018-11-07,Basophils (Absolute),7.8e-05,10^3/uL
2018-11-07,Bilirubin (Unconjugated),0.0,mg/dL
2018-11-07,Calcium,8.9,mg/dL
2018-11-07,Chloride,112.0,mmol/L
2018-11-07,Cholesterol,182.0,mg/dL
2018-11-07,Creatine Kinase,198.0,U/L
2018-11-07,Creatinine,0.5,mg/dL
2018-11-07,Eosinophils (Absolute),8e-06,10^3/uL
2018-11-07,GGT,60.0,U/L
2018-11-07,Globulin,3.3,g/dL
2018-11-07,Glucose,155.0,mg/dL
2018-11-07,Hematocrit,42.6,%
2018-11-07,Hemoglobin,14.4,g/dL
2018-11-07,Lipase,5.0,U/L
2018-11-07,Lymphocytes (Absolute),0.004766,10^3/uL
2018-11-07,MCH,25.7,pg
2018-11-07,MCHC,33.8,g/dL
2018-11-07,MCV,76.0,fL
2018-11-07,Monocytes (Absolute),0.000382,10^3/uL
2018-11-07,Na:K Ratio,35.0,nan
2018-11-07,Neutrophils (Absolute),0.0025659999999999997,10^3/uL
2018-11-07,Phosphorus,4.9,mg/dL
2018-11-07,Platelets,0.34500000000000003,10^3/uL
2018-11-07,Potassium,4.1,mmol/L
2018-11-07,RBC,5.61,10^6/uL
2018-11-07,SDMA,0.004,mg/dL
2018-11-07,Sodium,142.0,mmol/L
2018-11-07,TCO2,8.0,mmol/L
2018-11-07,Total Protein,7.8,g/dL
2018-11-07,WBC,0.0078,10^3/uL
2019-07-11,% Basophils,1.0,%
2019-07-11,% Eosinophils,0.2,%
2019-07-11,% Lymphocytes,55.5,%
2019-07-11,% Monocytes,4.6,%
2019-07-11,% Neutrophils,38.7,%
2019-07-11,A:G Ratio,1.5,nan
2019-07-11,ALP,160.0,U/L
2019-07-11,ALT,93.0,U/L
2019-07-11,AST,55.0,U/L
2019-07-11,Albumin,4.8,g/dL
2019-07-11,Amylase,182.0,U/L
2019-07-11,Anion Gap,24.0,mmol/L
2019-07-11,BUN,11.0,mg/dL
2019-07-11,BUN:Creatinine Ratio,22.0,nan
2019-07-11,Basophils (Absolute),5.2e-05,10^3/uL
2019-07-11,Bilirubin (Conjugated),0.1,mg/dL
2019-07-11,Bilirubin (Unconjugated),0.0,mg/dL
2019-07-11,Calcium,9.5,mg/dL
2019-07-11,Chloride,113.0,mmol/L
2019-07-11,Cholesterol,204.0,mg/dL
2019-07-11,Creatine Kinase,244.0,U/L
2019-07-11,Creatinine,0.5,mg/dL
2019-07-11,Eosinophils (Absolute),1e-05,10^3/uL
2019-07-11,GGT,55.0,U/L
2019-07-11,Globulin,3.1,g/dL
2019-07-11,Glucose,123.0,mg/dL
2019-07-11,Hematocrit,41.4,%
2019-07-11,Hemoglobin,13.8,g/dL
2019-07-11,Lipase,6.0,U/L
2019-07-11,Lymphocytes (Absolute),0.002886,10^3/uL
2019-07-11,MCH,25.0,pg
2019-07-11,MCHC,33.3,g/dL
2019-07-11,MCV,75.0,fL
2019-07-11,Monocytes (Absolute),0.00023899999999999998,10^3/uL
2019-07-11,Na:K Ratio,34.0,nan
2019-07-11,Neutrophils (Absolute),0.002012,10^3/uL
2019-07-11,Phosphorus,4.2,mg/dL
2019-07-11,Platelets,0.397,10^3/uL
2019-07-11,Potassium,4.3,mmol/L
2019-07-11,RBC,5.53,10^6/uL
2019-07-11,SDMA,0.005,mg/dL
2019-07-11,Sodium,146.0,mmol/L
2019-07-11,TCO2,13.0,mmol/L
2019-07-11,Total Protein,7.9,g/dL
2019-07-11,WBC,0.005200000000000001,10^3/uL
2022-01-20,% Basophils,0.8,%
2022-01-20,% Eosinophils,0.1,%
2022-01-20,% Lymphocytes,54.6,%
2022-01-20,% Monocytes,4.9,%
2022-01-20,% Neutrophils,39.6,%
2022-01-20,A:G Ratio,1.4,nan
2022-01-20,ALP,153.0,U/L
2022-01-20,ALT,164.0,U/L
2022-01-20,AST,39.0,U/L
2022-01-20,Albumin,4.9,g/dL
2022-01-20,Amylase,172.0,U/L
2022-01-20,Anion Gap,30.0,mmol/L
2022-01-20,BUN,13.0,mg/dL
2022-01-20,BUN:Creatinine Ratio,21.7,nan
2022-01-20,Basophils (Absolute),6.4e-05,10^3/uL
2022-01-20,Bilirubin (Unconjugated),0.0,mg/dL
2022-01-20,Calcium,10.1,mg/dL
2022-01-20,Chloride,109.0,mmol/L
2022-01-20,Cholesterol,199.0,mg/dL
2022-01-20,Creatine Kinase,317.0,U/L
2022-01-20,Creatinine,0.6,mg/dL
2022-01-20,Eosinophils (Absolute),8e-06,10^3/uL
2022-01-20,GGT,89.0,U/L
2022-01-20,Globulin,3.4,g/dL
2022-01-20,Glucose,161.0,mg/dL
2022-01-20,Hematocrit,45.3,%
2022-01-20,Hemoglobin,15.4,g/dL
2022-01-20,Lipase,29.0,U/L
2022-01-20,Lymphocytes (Absolute),0.004368,10^3/uL
2022-01-20,MCH,25.2,pg
2022-01-20,MCHC,34.0,g/dL
2022-01-20,MCV,74.0,fL
2022-01-20,Monocytes (Absolute),0.00039200000000000004,10^3/uL
2022-01-20,Na:K Ratio,37.0,nan
2022-01-20,Neutrophils (Absolute),0.0031680000000000002,10^3/uL
2022-01-20,Phosphorus,4.7,mg/dL
2022-01-20,Platelets,0.318,10^3/uL
2022-01-20,Potassium,4.1,mmol/L
2022-01-20,RBC,6.12,10^6/uL
2022-01-20,SDMA,0.006,mg/dL
2022-01-20,Sodium,150.0,mmol/L
2022-01-20,TCO2,15.0,mmol/L
2022-01-20,Total Protein,8.3,g/dL
2022-01-20,WBC,0.008,10^3/uL
2023-01-26,% Basophils,1.0,%
2023-01-26,% Eosinophils,0.0,%
2023-01-26,% Lymphocytes,63.0,%
2023-01-26,% Monocytes,4.0,%
2023-01-26,% Neutrophils,32.0,%
2023-01-26,Basophils (Absolute),6.1e-05,10^3/uL
2023-01-26,Eosinophils (Absolute),0.0,10^3/uL
2023-01-26,Hematocrit,39.8,%
2023-01-26,Hemoglobin,13.6,g/dL
2023-01-26,Lymphocytes (Absolute),0.003843,10^3/uL
2023-01-26,MCH,27.6,pg
2023-01-26,MCHC,34.2,g/dL
2023-01-26,MCV,81.0,fL
2023-01-26,Monocytes (Absolute),0.000244,10^3/uL
2023-01-26,Neutrophils (Absolute),0.001952,10^3/uL
2023-01-26,Platelets,0.294,10^3/uL
2023-01-26,RBC,4.92,10^6/uL
2023-01-26,WBC,0.0060999999999999995,10^3/uL
2024-08-17,% Basophils,0.4,%
2024-08-17,% Eosinophils,0.2,%
2024-08-17,% Lymphocytes,34.8,%
2024-08-17,% Monocytes,2.8,%
2024-08-17,% Neutrophils,61.8,%
2024-08-17,A:G Ratio,1.3,nan
2024-08-17,ALP,143.0,U/L
2024-08-17,ALT,87.0,U/L
2024-08-17,AST,49.0,U/L
2024-08-17,Albumin,4.6,g/dL
2024-08-17,Amylase,187.0,U/L
2024-08-17,Anion Gap,26.0,mmol/L
2024-08-17,BUN,15.0,mg/dL
2024-08-17,BUN:Creatinine Ratio,25.0,nan
2024-08-17,Basophils (Absolute),4.7000000000000004e-05,10^3/uL
2024-08-17,Bilirubin (Conjugated),0.1,mg/dL
2024-08-17,Bilirubin (Unconjugated),0.0,mg/dL
2024-08-17,Calcium,9.7,mg/dL
2024-08-17,Chloride,104.0,mmol/L
2024-08-17,Cholesterol,267.0,mg/dL
2024-08-17,Creatine Kinase,2904.0,U/L
2024-08-17,Creatinine,0.6,mg/dL
2024-08-17,Eosinophils (Absolute),2.4e-05,10^3/uL
2024-08-17,GGT,49.0,U/L
2024-08-17,Globulin,3.5,g/dL
2024-08-17,Glucose,151.0,mg/dL
2024-08-17,Hematocrit,42.4,%
2024-08-17,Hemoglobin,14.8,g/dL
2024-08-17,Lipase,33.0,U/L
2024-08-17,Lymphocytes (Absolute),0.004106,10^3/uL
2024-08-17,MCH,26.3,pg
2024-08-17,MCHC,34.9,g/dL
2024-08-17,MCV,75.0,fL
2024-08-17,Monocytes (Absolute),0.00033,10^3/uL
2024-08-17,Na:K Ratio,38.0,nan
2024-08-17,Neutrophils (Absolute),0.007292,10^3/uL
2024-08-17,Phosphorus,4.1,mg/dL
2024-08-17,Platelets,0.365,10^3/uL
2024-08-17,Potassium,3.8,mmol/L
2024-08-17,RBC,5.62,10^6/uL
2024-08-17,SDMA,0.005,mg/dL
2024-08-17,Sodium,144.0,mmol/L
2024-08-17,TCO2,18.0,mmol/L
2024-08-17,Total Protein,8.1,g/dL
2024-08-17,WBC,0.011800000000000001,10^3/uL
